source,target,correlation,abs_correlation,interaction,relation,edge_width
Smp_051000.1,Smp_332600.2,-0.9705016875583579,0.9705016875583579,coexpressao_negativa,negativa,0.9705016875583579
Smp_051000.1,Smp_054620.3,-0.9715339964832405,0.9715339964832405,coexpressao_negativa,negativa,0.9715339964832405
Smp_348790.2,Smp_318100.1,-0.9774192158065464,0.9774192158065464,coexpressao_negativa,negativa,0.9774192158065464
Smp_348790.2,Smp_063530.1,-0.9894534307819781,0.9894534307819781,coexpressao_negativa,negativa,0.9894534307819781
Smp_348790.2,Smp_347490.1,-0.9948061124185761,0.9948061124185761,coexpressao_negativa,negativa,0.9948061124185761
Smp_348790.2,Smp_019690.2,-0.9981908454974179,0.9981908454974179,coexpressao_negativa,negativa,0.9981908454974179
Smp_348790.2,Smp_043500.2,-0.9994641982769862,0.9994641982769862,coexpressao_negativa,negativa,0.9994641982769862
Smp_348790.2,Smp_082410.1,-0.9964100495497883,0.9964100495497883,coexpressao_negativa,negativa,0.9964100495497883
Smp_348790.2,Smp_000790.1,-0.9877829441672431,0.9877829441672431,coexpressao_negativa,negativa,0.9877829441672431
Smp_348790.2,Smp_340300.2,-0.9878877515959635,0.9878877515959635,coexpressao_negativa,negativa,0.9878877515959635
Smp_348790.2,Smp_328360.1,-0.9813760268468245,0.9813760268468245,coexpressao_negativa,negativa,0.9813760268468245
Smp_348790.2,Smp_150000.1,-0.9749799239885489,0.9749799239885489,coexpressao_negativa,negativa,0.9749799239885489
Smp_307630.1,Smp_055090.3,-0.9828240541958033,0.9828240541958033,coexpressao_negativa,negativa,0.9828240541958033
Smp_307630.1,Smp_088420.1,-0.9704177775676972,0.9704177775676972,coexpressao_negativa,negativa,0.9704177775676972
Smp_307630.1,Smp_146150.1,-0.9798929002424238,0.9798929002424238,coexpressao_negativa,negativa,0.9798929002424238
Smp_307630.1,Smp_046060.2,-0.9771978750071102,0.9771978750071102,coexpressao_negativa,negativa,0.9771978750071102
Smp_023940.1,Smp_323280.1,-0.9998191101869118,0.9998191101869118,coexpressao_negativa,negativa,0.9998191101869118
Smp_023940.1,Smp_023940.2,-0.9822783402329581,0.9822783402329581,coexpressao_negativa,negativa,0.9822783402329581
Smp_023940.1,Smp_051000.2,-0.9826339157732261,0.9826339157732261,coexpressao_negativa,negativa,0.9826339157732261
Smp_023940.1,Smp_152290.1,-0.9731925252933794,0.9731925252933794,coexpressao_negativa,negativa,0.9731925252933794
Smp_023940.1,Smp_058140.3,-0.9749462912707857,0.9749462912707857,coexpressao_negativa,negativa,0.9749462912707857
Smp_017470.2,Smp_318100.1,-0.9709621097243859,0.9709621097243859,coexpressao_negativa,negativa,0.9709621097243859
Smp_017470.2,Smp_327370.1,-0.9985602256139882,0.9985602256139882,coexpressao_negativa,negativa,0.9985602256139882
Smp_017470.2,Smp_060620.1,-0.985748378532677,0.985748378532677,coexpressao_negativa,negativa,0.985748378532677
Smp_017470.2,Smp_032670.1,-0.9982947432945204,0.9982947432945204,coexpressao_negativa,negativa,0.9982947432945204
Smp_017470.2,Smp_082410.1,-0.9711118346129997,0.9711118346129997,coexpressao_negativa,negativa,0.9711118346129997
Smp_133590.2,Smp_022320.2,-0.9706712464552844,0.9706712464552844,coexpressao_negativa,negativa,0.9706712464552844
Smp_133590.2,Smp_316910.1,-0.988918617088364,0.988918617088364,coexpressao_negativa,negativa,0.988918617088364
Smp_133590.2,Smp_314280.1,-0.9744467122472241,0.9744467122472241,coexpressao_negativa,negativa,0.9744467122472241
