gene,degree,weighted_degree,mean_log_expression,variance_log_expression,hub_status
Smp_322930.1,6,5.922342851014003,1.0709630270256612,1.185792852327572,non_hub
Smp_246790.1,6,5.921722715302665,2.368756531406394,2.5090717354917116,non_hub
Smp_164270.2,6,5.921173276948079,1.1727354816046223,1.8602375606634158,non_hub
Smp_047870.1,6,5.920680029805371,2.9298889539155075,3.843212004066856,non_hub
Smp_152630.1,6,5.919259106501752,3.0080767274101636,4.065358675268367,non_hub
Smp_139080.2,6,5.915033639530442,1.6310051266214054,1.1999155931331145,non_hub
Smp_019690.1,6,5.914206551873402,5.117179755781546,0.8796448685226177,non_hub
Smp_341710.1,6,5.913475330628214,6.2385136072425125,0.7061215453541562,non_hub
Smp_017470.2,6,5.908410492705044,2.1397697149653667,2.243509876650707,non_hub
Smp_323360.1,6,5.90629089451259,2.9954047935029307,4.128957682714255,non_hub
Smp_106010.1,6,5.9058475025314365,1.4267368971319379,1.1555732170898836,non_hub
Smp_336340.1,6,5.90308016568307,1.8591121860074133,0.7073870335431929,non_hub
Smp_028210.2,6,5.900029298428366,0.8035432419890725,0.7013598679472469,non_hub
Smp_131680.2,6,5.8983947582955825,1.4245910753864717,1.0988103798778686,non_hub
Smp_152580.1,6,5.896848007404884,0.8134551303584814,0.8932717848987403,non_hub
Smp_335370.1,6,5.893087068408865,0.9920962010014255,1.0591475171574878,non_hub
Smp_022320.2,6,5.866051653500959,0.8230583107126596,1.0546708000059033,non_hub
Smp_196880.1,5,4.965845041489227,1.623204897553845,2.17506431166777,non_hub
Smp_063530.1,5,4.960847446895468,1.292986627990838,1.5967135235089858,non_hub
Smp_133860.1,5,4.956828376879499,2.2209861017135095,1.220810956247516,non_hub
Smp_020450.1,5,4.956789782437025,3.3484759843153458,0.7984562521447365,non_hub
Smp_336310.2,5,4.9557591133311085,1.594010015877928,1.1368962720555846,non_hub
Smp_000790.2,5,4.948445376378178,3.658611787905585,1.0053716577140408,non_hub
Smp_330170.1,5,4.9439528861239825,2.869002397583876,4.04721168981496,non_hub
Smp_172510.2,5,4.942331740936718,1.6792163047238238,1.5398253171404856,non_hub
Smp_176260.1,5,4.937043726810154,1.349164495536879,1.102319891087235,non_hub
