"__glayCluster","degree","hub_status","mean_log_expression","name","selected","shared name","variance_log_expression","weighted_degree"
"7","3","non_hub","1.144538656283198","Smp_348910.1","false","Smp_348910.1","1.8205545410197275","2.943206035482382"
"7","2","non_hub","6.954015399767719","Smp_323270.2","false","Smp_323270.2","1.5132516300467274","1.9706368960020149"
"7","3","non_hub","0.9723413507850138","Smp_244440.1","false","Smp_244440.1","0.6932076622650207","2.9546894495309206"
"11","4","non_hub","1.0830730562517885","Smp_130520.3","false","Smp_130520.3","1.5649734465753793","3.9593734627168593"
"11","3","non_hub","1.020261516712687","Smp_163600.1","false","Smp_163600.1","1.430447146776676","2.9543644614750275"
"11","4","non_hub","0.8890157929025599","Smp_318200.2","false","Smp_318200.2","1.064626509064813","3.9476771959809787"
"11","3","non_hub","0.8954899638756133","Smp_344420.1","false","Smp_344420.1","0.8057832104139436","2.944639897064839"
"11","4","non_hub","1.2174862794125016","Smp_061250.2","false","Smp_061250.2","0.7247837164134864","3.922224577411019"
"5","5","non_hub","3.2231294385102283","Smp_019840.1","false","Smp_019840.1","1.396315703623044","4.901983854645462"
"5","5","non_hub","2.285418495645005","Smp_131390.1","false","Smp_131390.1","1.1573478490668057","4.927535069611893"
"5","5","non_hub","1.2374533815056639","Smp_170770.1","false","Smp_170770.1","1.0408214374914693","4.926022624843664"
"12","8","non_hub","1.4131248868149817","Smp_266830.2","false","Smp_266830.2","1.6487948433738389","7.884291514248374"
"12","6","non_hub","0.8137203823855726","Smp_181080.1","false","Smp_181080.1","0.9061374310799394","5.922879370538266"
"12","6","non_hub","0.8170068312364553","Smp_246970.2","false","Smp_246970.2","0.8974063003507147","5.942895248174166"
"6","6","non_hub","0.8134551303584814","Smp_152580.1","false","Smp_152580.1","0.8932717848987403","5.896848007404884"
"5","6","non_hub","2.0341557758107154","Smp_022320.3","false","Smp_022320.3","1.8399417696037104","5.935377166346951"
"4","2","non_hub","2.6157980547253326","Smp_343170.2","false","Smp_343170.2","1.8236356164025886","1.9665605795033507"
"4","2","non_hub","0.9747664064606253","Smp_348240.1","false","Smp_348240.1","0.842112522309925","1.9854972820977488"
"4","3","non_hub","2.486187100012594","Smp_335670.1","false","Smp_335670.1","0.8402590963931175","2.944957585649899"
"7","3","non_hub","0.90895555218544","Smp_334920.1","false","Smp_334920.1","0.9456687599964525","2.94041532329481"
"5","4","non_hub","1.8962076687015046","Smp_332780.1","false","Smp_332780.1","1.800709887299889","3.9525210606007732"
"5","12","non_hub","1.1056956593752405","Smp_312620.1","false","Smp_312620.1","1.1973285962383942","11.764621805174869"
"5","14","hub","0.9846581527434725","Smp_323420.1","false","Smp_323420.1","0.8463064646098232","13.749332683191545"
"1","5","non_hub","1.978412082748108","Smp_320200.1","false","Smp_320200.1","1.7647380271527056","4.920442500685967"
"10","2","non_hub","1.6622734700746378","Smp_085830.1","false","Smp_085830.1","1.724491368810761","1.9871417954342676"
"11","4","non_hub","3.6242260207307035","Smp_200130.1","false","Smp_200130.1","1.7221327843592584","3.9259105149949702"
"11","2","non_hub","0.9918356021851878","Smp_167840.1","false","Smp_167840.1","1.7114931528713333","1.9598128666890107"
"11","2","non_hub","1.1168966755010146","Smp_332840.1","false","Smp_332840.1","1.549904623651375","1.9674855849397712"
"11","2","non_hub","0.9879767623645328","Smp_201530.1","false","Smp_201530.1","1.4665726308351683","1.9794237432675432"
"11","2","non_hub","1.6809186413805541","Smp_140200.2","false","Smp_140200.2","0.7742532297942563","1.9718716348456056"
"5","5","non_hub","1.9024200976963983","Smp_345290.1","false","Smp_345290.1","1.7207889171468962","4.90789700033656"
"5","8","non_hub","2.2855334002339887","Smp_322980.1","false","Smp_322980.1","0.8314005384440071","7.851837387989796"
"2","2","non_hub","1.4198714092422038","Smp_304890.1","false","Smp_304890.1","0.9801983312789481","1.9796884389349634"
"2","2","non_hub","1.460397796268134","Smp_171140.1","false","Smp_171140.1","0.9715729371348146","1.9860892672832249"
"2","4","non_hub","4.458716659756698","Smp_007630.2","false","Smp_007630.2","0.8886756887120563","3.9552419812939825"
"2","5","non_hub","4.11728748524554","Smp_337670.1","false","Smp_337670.1","0.7864568288322928","4.923871446024995"
"1","1","non_hub","1.92961280957849","Smp_097940.1","false","Smp_097940.1","1.7006491670651187","0.9978712525845083"
"5","5","non_hub","1.7297144062711058","Smp_305460.1","false","Smp_305460.1","1.695916890408929","4.886465420334368"
"5","2","non_hub","2.3978309465593965","Smp_324700.1","false","Smp_324700.1","1.2709653660312854","1.9697183590044278"
"5","2","non_hub","1.329573512883449","Smp_001890.1","false","Smp_001890.1","1.1426267558320888","1.9529629636993406"
"6","2","non_hub","0.9916450061995761","Smp_247700.1","false","Smp_247700.1","1.6853886737270287","1.983851433025123"
