glay,degree,hub_status,mean_log_expression,gene,selected,shared name,variance_log_expression,weighted_degree,rede,media_simpatrica,media_alopatrica,delta_alopatrica_menos_simpatrica,abs_delta,delta_geracao_2,delta_geracao_3,delta_medio_pareado,abs_delta_medio_pareado
18,1,non_hub,1.7437942380632432,Smp_213510.1,False,Smp_213510.1,2.098198389340714,0.9741588466811546,positiva,1.4684821345768486,2.0191063415496378,0.5506242069727891,0.5506242069727891,-1.8339716191224689,2.935220033068047,0.5506242069727891,0.5506242069727891
12,8,non_hub,6.295628912592206,Smp_165050.1,False,Smp_165050.1,1.253486224990097,7.86440046060062,positiva,6.884880255760018,5.706377569424393,-1.1785026863356256,1.1785026863356256,0.298362593316404,-2.6553679659876543,-1.1785026863356252,1.1785026863356252
12,4,non_hub,1.279860017445155,Smp_331290.1,False,Smp_331290.1,1.481055253220655,3.933179530512532,positiva,2.051303235547498,0.5084167993428125,-1.5428864362046855,1.5428864362046855,-0.1553530572975952,-2.9304198151117755,-1.5428864362046855,1.5428864362046855
12,5,non_hub,5.873631623418167,Smp_323200.1,False,Smp_323200.1,1.602222312083813,4.916247581646923,positiva,6.662045136648155,5.08521811018818,-1.5768270264599753,1.5768270264599753,-0.07522814008415057,-3.0784259128358,-1.5768270264599753,1.5768270264599753
12,11,non_hub,7.419099278269775,Smp_323190.1,False,Smp_323190.1,1.7247567838186315,10.853368395626797,positiva,7.914960961896179,6.923237594643372,-0.9917233672528072,0.9917233672528072,1.037291263298724,-3.0207379978043383,-0.9917233672528072,0.9917233672528072
12,11,non_hub,10.1624116599177,Smp_323300.1,False,Smp_323300.1,1.8395831565028828,10.862757892312471,positiva,10.717770360207222,9.607052959628177,-1.1107174005790448,1.1107174005790448,0.9330061340999567,-3.1544409352580463,-1.1107174005790448,1.1107174005790448
12,9,non_hub,8.053314857784114,Smp_323290.1,False,Smp_323290.1,2.14323877009221,8.87491030556519,positiva,8.773464735001541,7.333164980566687,-1.4402997544348537,1.4402997544348537,0.5950725398505705,-3.475672048720278,-1.4402997544348537,1.4402997544348537
7,3,non_hub,2.424983809597048,Smp_331380.1,False,Smp_331380.1,0.8412220316090323,2.943712502696984,positiva,2.7807712269531795,2.069196392240916,-0.7115748347122635,0.7115748347122635,0.5617533112887556,-1.9849029807132825,-0.7115748347122635,0.7115748347122635
7,1,non_hub,1.6622734700746378,Smp_085830.1,False,Smp_085830.1,1.724491368810761,0.9922990886416028,positiva,2.0981447311731087,1.2264022089761668,-0.8717425221969419,0.8717425221969419,1.1929359911868926,-2.9364210355807767,-0.871742522196942,0.871742522196942
7,2,non_hub,6.126212035313886,Smp_323250.1,False,Smp_323250.1,2.1618705924849007,1.971835484903651,positiva,6.747040825581795,5.505383245045975,-1.2416575805358203,1.2416575805358203,0.920593916701165,-3.4039090777728047,-1.2416575805358199,1.2416575805358199
3,2,non_hub,1.646525871104413,Smp_058140.3,False,Smp_058140.3,0.7896545292161975,1.953568316321682,positiva,2.274683191330208,1.0183685508786178,-1.2563146404515904,1.2563146404515904,-1.699118994587002,-0.8135102863161794,-1.2563146404515906,1.2563146404515906
12,5,non_hub,1.0006873791011657,Smp_173380.1,False,Smp_173380.1,0.7634783048294954,4.9261678729907405,positiva,0.7437632404103717,1.2576115177919593,0.5138482773815877,0.5138482773815877,1.9358545961749933,-0.9081580414118178,0.5138482773815878,0.5138482773815878
15,2,non_hub,0.625338478650778,Smp_310980.1,False,Smp_310980.1,1.0796695612535836,1.986293293314973,positiva,0.0,1.250676957301556,1.250676957301556,1.250676957301556,2.1657769060054317,0.33557700859768014,1.250676957301556,1.250676957301556
